SourceProgram=geant4_11_3_0
Target=WATER_LIQUID
IonizationPotential=78.0
Ion=O
AtomicNumber=8
MassNumber=16
E [MeV/u]	dEdx [MeV/cm]
36.6914		1007.46
37.2024		996.289
37.7204		985.242
38.2457		974.32
38.7783		963.525
39.3183		952.859
39.8658		942.313
40.421		931.876
40.9838		921.572
41.5546		911.401
42.1332		901.363
42.7199		891.458
43.3148		881.686
43.918		872.046
44.5296		862.536
45.1497		853.153
45.7784		843.895
46.4159		834.757
47.0622		825.736
47.7176		816.825
48.3821		808.019
49.0558		799.311
49.739		790.691
50.4316		782.153
51.1339		773.698
51.8459		765.329
52.5679		757.046
53.2999		748.849
54.0422		740.741
54.7947		732.722
55.5578		724.79
56.3314		716.948
57.1159		709.194
57.9112		701.527
58.7177		693.947
59.5353		686.451
60.3644		679.023
61.205		671.678
62.0573		664.419
62.9215		657.247
63.7977		650.163
64.6861		643.168
65.5869		636.261
66.5002		629.445
67.4262		622.718
68.3652		616.081
69.3172		609.533
70.2824		603.073
71.2612		596.7
72.2535		590.412
73.2597		584.207
74.2798		578.082
75.3142		572.034
76.363		566.058
77.4264		560.152
78.5046		554.309
79.5978		548.534
80.7062		542.856
81.8301		537.233
82.9696		531.666
84.125		526.156
85.2964		520.702
86.4842		515.307
87.6886		509.97
88.9097		504.691
90.1478		499.471
91.4031		494.31
92.6759		489.206
93.9665		484.16
95.275		479.17
96.6017		474.235
97.947		469.354
99.3109		464.524
100.694		459.717
102.096		454.962
103.518		450.259
104.959		445.611
106.421		441.018
107.903		436.482
109.405		432.004
110.929		427.585
112.474		423.226
114.04		418.928
115.628		414.691
117.238		410.516
118.871		406.404
120.526		402.354
122.204		398.366
123.906		394.44
125.632		390.575
127.381		386.772
129.155		383.027
130.954		379.341
132.777		375.711
134.626		372.136
136.501		368.613
138.402		365.138
140.329		361.71
142.283		358.323
144.264		354.975
146.273		351.659
148.31		348.373
150.376		345.161
152.47		341.989
154.593		338.841
156.746		335.717
158.928		332.619
161.141		329.546
163.385		326.501
165.661		323.484
167.967		320.495
170.307		317.535
172.678		314.604
175.083		311.705
177.521		308.836
179.993		305.999
182.499		303.193
185.041		300.42
187.617		297.679
190.23		294.97
192.879		292.294
195.565		289.65
198.288		287.038
201.05		284.438
203.849		281.869
206.688		279.333
209.566		276.831
212.485		274.363
215.443		271.93
218.444		269.533
221.486		267.171
224.57		264.846
227.697		262.558
230.868		260.306
234.083		258.092
237.342		255.915
240.648		253.775
243.999		251.672
247.396		249.605
250.842		247.575
254.335		245.58
257.876		243.62
261.467		241.693
265.108		239.8
268.8		237.938
272.543		236.105
276.339		234.301
280.187		232.523
284.088		230.77
288.044		229.037
292.056		227.324
296.123		225.626
300.246		223.959
304.427		222.315
308.666		220.683
312.965		219.064
317.323		217.458
321.742		215.867
326.222		214.29
330.765		212.729
335.371		211.184
340.041		209.655
344.776		208.143
349.578		206.649
354.446		205.173
359.381		203.716
364.386		202.277
369.46		200.858
374.605		199.459
379.822		198.08
385.111		196.722
390.474		195.384
395.911		194.068
401.424		192.77
407.014		191.492
412.682		190.236
418.429		189.001
424.256		187.788
430.164		186.596
436.154		185.424
442.227		184.274
448.386		183.144
454.63		182.033
460.96		180.942
467.38		179.87
473.888		178.815
480.487		177.777
487.178		176.754
493.962		175.746
500.841		174.75
507.815		173.768
514.887		172.798
522.057		171.842
529.327		170.898
536.698		169.969
544.171		169.053
551.749		168.151
559.433		167.263
567.223		166.388
575.122		165.528
583.131		164.681
591.251		163.847
599.484		163.027
607.832		162.218
616.297		161.423
624.879		160.642
633.58		159.874
642.403		159.121
651.349		158.381
660.419		157.655
669.616		156.944
678.941		156.247
688.395		155.563
697.981		154.893
707.701		154.237
717.556		153.594
727.548		152.964
737.68		152.346
747.952		151.741
758.368		151.148
768.928		150.565
779.636		149.993
790.493		149.431
801.501		148.883
812.662		148.345
823.979		147.816
835.453		147.296
847.087		146.784
858.883		146.282
870.843		145.789
882.97		145.305
895.266		144.829
907.733		144.363
920.373		143.905
933.19		143.456
946.185		143.015
959.361		142.582
972.72		142.157
986.266		141.739
1000		141.327
